プラントID No,プラントコード名,プラント名称,運用開始日(年月日),前回定検日(年月日),定検周期(年),リスク評価年,機器ID No.,機器コード名,機器名称,機器の分類,部位ID No.,部位コード名,部位名称,機器使用開始日または更新日,初期肉厚[mm],腐食代[mm],最小肉厚[mm],前回計測肉厚[mm],前回計測日,減肉形態(全面減肉 or 局部減肉),注入/混合箇所の有無,滞留部の有無,炭化水素のﾀｲﾌﾟ,水溶液中の不純物の量(多いor少ない),"サワーウォーター腐食の腐食速度の算出方法(""NH4HS[%]""もしくは""Kp値"")",「減肉：アミン腐食」用アミンの種類,冷却方式の種類,溶解固型物[mg/L] (50-400 or 401-1000),エロージョン・コロージョン用の流れの種類,エロージョン・コロージョン用、過去の損傷事例の有無,材料のタイプ,使用運転時間(使用開始～前回検査) [Hrs],将来予想運転時間 [Hrs/year],プロセス最高運転温度[℃],流速,S[wt%],HSAS(熱安定アミン塩)濃度[wtppm],NH4HS[wt%],Kp値,H2S[mol%],フッ酸溶液[wt%],アミン濃度[wt%],酸濃度[wt%],TAN(全酸価)[mg KOG/g],酸性ガス負荷[酸性ガスmol/活性アミンmol],CaCO3のCa[mg/L],CaCO3のMOA(Methyl Orange Alkalinity)[mg/L],クラッディングの有無,酸素または酸化剤の有無,溶存酸素濃度が8ppm以上か?,減肉のオンラインモニタリング,ライニングに対するOn-Line Monitoringの有無,ライニングの設置日,ライニングの前回検査日,ライニングの次回検査日,ライニングの次回交換日,「応力腐食割れ：アミンSCC」用アミンの種類,ステンレス鋼種類,材料の熱履歴,過去にSCCが発生したか（損傷事例なし、損傷事例あり）,pH,Cl[ppm],金属表面温度[℃],NAOH[wt],H2S濃度[ppm],鋼板のS含有量[wt%],硬さの最大値[HBW],ヒートトレース施工の有無,水洗前にスチームパージ実施の有無,シアン化物イオンの存在有無,継目無鋼管製の有無,NACE RP0170に従った停止期間中の保護対策の実施有無,水素プローブのオンラインモニタリングの有無,主要プロセス変数のオンラインモニタリングの有無,外面最高運転温度[℃],外面前回塗装日,HTHA評価での材料種類,水素分圧[Mpa],高温環境での使用温度[℃],"多量のトランプエレメント(As, Sb, Sn, P)を含んでいる可能性があるか",過去に高温水素浸食が発生したかどうか,衝撃試験免除曲線,σ相の量,設計圧力近くへの圧力上昇と装置の温度低下が同時に起こることを防止する制御があるか,応力除去焼きなましの有無,装置が何年間も最低温度に曝されて問題なかった、または、その装置が披露やSCCの環境にないか,Brittle 板厚,管理温度[℃],設計温度[℃],運転温度[℃],流体の沸点[℃],衝撃試験温度[℃],衝撃試験免除温度[℃],指定されたMDMT,既知の遷移温度[℃],遷移温度は既知か,Jファクター値,Si[Wt%],P[Wt%],Mn[Wt%],Sn[Wt%],過去の疲労破損,可視的・可聴的振動,振動時間,15[m]以内に接続している周期的外力の源,適用された対策の種類,15[m]以内の範囲の複雑度,ジョイントや枝管の設計,配管の状態,2NPS未満の枝管の有無,P2NPS,炉管クリープに関するオンラインモニタリングの有無,内圧 [kPa],外径[mm],炭素析出物の有無,塩酸腐食,高温硫化物とナフテン酸腐食,高温硫化水素腐食,硫酸腐食,ふっ酸腐食,サワーウォーター腐食,アミン腐食,高温酸化,酸性サワー水腐食,冷却水腐食,外部(土壌側)腐食,CO2腐食,海水腐食,流れ加速型腐食(FAC),エロージョン・コロージョン,装置内面ライニング,苛性ソーダ応力腐食割れ,アミン応力腐食割れ,SSC,HIC / SOHIC,カーボネート応力腐食割れ,ポリチオン酸応力腐食割れ,塩化物応力腐食割れ,HSC-HF,HIC/SOHIC-HF,外面損傷,高温水素浸食,低温ぜい化,焼戻しぜい化,475ぜい化,シグマ相ぜい化,配管の機械的疲労,炉管クリープ
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,115,115_E-9712A,スタビライザー張込/塔底熱交換器 / TS,2010/6/1,10,6.400000095,2.539999962,9.8,2014/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,179,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.007,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,116,116_E-9712B,スタビライザー張込/塔底熱交換器 / Tube内面,2010/6/1,2.599999905,1,0.119999997,2.6,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,117,117_E-9712B,スタビライザー張込/塔底熱交換器 / TS,2010/6/1,10.10000038,6.400000095,2.539999962,9.9,2014/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,179,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.009,200,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,118,118_CL-48,(from V-9703 to P-9704A/B),2010/6/1,8.199999809,3.200000048,1.549999952,8.2,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,119,119_CL-49,(from V-9703 to P-9712A/B),2010/6/1,7.099999905,3.200000048,1.179999948,5.1,2016/5/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,120,120_CL-50,SOUR WATER SEPARATOR DRUM OUTLET(from V-9703 to E-9712),2010/6/1,7.099999905,3.200000048,0.529999971,7.1,2010/6/1,全面,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,200,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,139.8,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,9,90,R-9703・エフルーエント系,VESSEL,121,121_CL-51,(from E-9712A/B to C-9703),2010/6/1,8.199999809,3.200000048,0.439999998,8.2,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,Null,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,122,122_C-9702,循環ガス洗浄塔,2010/6/1,12.80000019,3.200000048,9.340000153,12.6,2017/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,48,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,10,Null,48,Null,7667,0.008,200,無し,無し,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,123,123_V-9705,循環ガス圧縮機分離槽,2010/6/1,16.29999924,6.400000095,7.909999847,16,2017/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,47,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,Null,Null,47,Null,0,Null,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,124,124_CL-37,(from CL-45 to CL-26),2010/6/1,7.099999905,1.600000024,1.860000014,14.5,2016/5/1,局部,無し,無し,Null,Null,Null,MEA/DIPA,Null,Null,Null,Null,炭素鋼,20000,5000,85,10,Null,2,Null,Null,Null,Null,10,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,10,Null,85,Null,10,0.029999999,200,無し,無し,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,往復機械,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5000,14,14,0,0,0,0,0,0,0,0,0,0,0,8,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,125,125_CL-42,(from C-9702 to V-9705),2010/6/1,7.099999905,3.200000048,1.129999995,8.3,2017/7/1,局部,無し,無し,Null,Null,Null,MEA/DIPA,Null,Null,Null,Null,炭素鋼,20000,5000,47,17,Null,2,Null,Null,Null,Null,10,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,10,Null,47,Null,10,0.029999999,200,無し,無し,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1398.1,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,126,126_CL-43,(from V-9705 to FG HEADER),2010/6/1,6,1.600000024,0.050000001,5.1,2016/5/1,全面,無し,無し,Null,Null,Null,MEA/DIPA,Null,Null,Null,Null,炭素鋼,20000,5000,43,3,Null,2,Null,Null,Null,Null,10,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,10,Null,43,Null,10,0.029999999,200,無し,無し,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1398.1,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,127,127_CL-44,(from V-9705 to K-9701A/B),2010/6/1,8.199999809,1.600000024,1.480000019,14.3,2017/7/1,局部,無し,無し,Null,Null,Null,MEA/DIPA,Null,Null,Null,Null,炭素鋼,20000,5000,47,17,Null,2,Null,Null,Null,Null,10,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,10,Null,47,Null,10,0.029999999,200,無し,無し,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,往復機械,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1398.1,14,14,0,0,0,0,0,0,0,0,0,0,0,8,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,128,128_CL-45,(from K-9701A/B to CL-28),2010/6/1,7.099999905,1.600000024,1.860000014,6.4,2016/5/1,局部,無し,無し,Null,Null,Null,MEA/DIPA,Null,Null,Null,Null,炭素鋼,20000,5000,87,20,Null,2,Null,Null,Null,Null,10,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,10,Null,87,Null,10,0.029999999,200,無し,無し,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,往復機械,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5000,14,14,0,0,0,0,0,0,0,0,0,0,0,8,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,129,129_CL-64,(from LEAN AMINE FORM BL to C-9702),2010/6/1,5.5,1.600000024,0.839999974,5.5,2010/6/1,局部,無し,無し,Null,Null,Null,MEA/DIPA,Null,Null,Null,Null,炭素鋼,20000,5000,45,1,Null,2,Null,Null,Null,Null,10,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,10,100,アミン洗浄系,VESSEL,131,131_CL-66,RICH AMINE ABOSRBER(from C-9702 to RICH AMINE),2010/6/1,5.5,3.200000048,0.230000004,5.5,2010/6/1,全面,無し,無し,Null,Null,Null,MEA/DIPA,Null,Null,Null,Null,炭素鋼,20000,5000,48,1,Null,2,Null,Null,Null,Null,10,Null,Null,0.100000001,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,MEA/DIPA,Null,Null,無し,10,Null,48,Null,7667,0.029999999,200,無し,無し,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,132,132_C-9703,スタビライザー / ボトム,2010/6/1,14,6.400000095,4.599999905,14,2016/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,184,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.006,Null,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,133,133_E-9713,スタビライザー再沸器 / Tube内面,2010/6/1,2.599999905,1,0.419999987,2.6,2010/6/1,全面,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,277.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,134,134_E-9713,スタビライザー再沸器 / TS,2010/6/1,14,3.200000048,9.569999695,13.7,2014/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,179,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,135,135_E-9712A,スタビライザー張込/塔底熱交換器 / Tube外面,2010/6/1,2.599999905,1,0.119999997,2.4,2014/7/1,全面,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,179,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,Null,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,136,136_E-9712A,スタビライザー張込/塔底熱交換器 / shell,2010/6/1,10,3.200000048,6.800000191,9.8,2014/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,179,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.009,Null,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,137,137_E-9712B,スタビライザー張込/塔底熱交換器 / Tube外面,2010/6/1,2.599999905,1,0.119999997,2.4,2014/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,179,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.029999999,Null,Null,Null,無し,有り,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,138,138_E-9712B,スタビライザー張込/塔底熱交換器 / shell,2010/6/1,10,3.200000048,6.800000191,9.7,2014/7/1,局部,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,炭素鋼,20000,5000,179,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,無し,9,Null,Null,Null,757,0.011,Null,Null,Null,無し,無し,Null,無し,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,有り,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1,FHDS,分解ガソリン脱硫装置,2010/6/1,2017/7/1,4,2021/7/1,11,110,HCCG系,VESSEL,139,139_CL-58,STABILIZER REBOILER INLET(from C-9703BTM to E-9713),2010/6/1,8.199999809,1.600000024,0.469999999,8.2,2010/6/1,局部,無し,無し,Null,Null,NH4HS,Null,Null,Null,Null,Null,炭素鋼,20000,5000,Null,1,Null,Null,0.200000003,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,Null,Null,無し,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,無し,小,0-2週,無し,無し,10-の枝管,ソケット溶接,良好,有り,Null,Null,Null,Null,Null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
